,user_name,screen_name,description,user_location,text,language,hashtags,media_url,source,date,time
1245,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Offshore supply vessel VOS PRELUDE arriving at Great Yarmouth 16/7/21. https://t.co/cmATyNiJSK,en,,https://pbs.twimg.com/media/E6bpXrXXEAI1YxV.jpg,Twitter Web App,2021-07-16,16:43:18
1246,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,AMBERLAND also inbound for the port of ipswich 14/7/21. https://t.co/dYXXpzmop5,en,,https://pbs.twimg.com/media/E6RZDlpXsAgVBhl.jpg,Twitter Web App,2021-07-14,16:55:53
1247,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,AASTIND heading up the River Orwell for the port of ipswich 14/7/21. https://t.co/wIHU5DSsvo,en,,https://pbs.twimg.com/media/E6RYqplX0AED3M1.jpg,Twitter Web App,2021-07-14,16:54:17
1248,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,A rusty cosco in the old grey colour.COSCO GLORY departing berth9 at the port of felixstowe 8/7/21. https://t.co/uE6Wgy4tv2,en,,https://pbs.twimg.com/media/E5yiimdXMAAVQf0.jpg,Twitter Web App,2021-07-08,17:11:15
1249,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Oil/chemical tanker SCANDIC inbound passing tilbury fort 11/6/21. https://t.co/8Y9rOHTUYt,en,,https://pbs.twimg.com/media/E3saSTAWEAMwaFf.jpg,Twitter Web App,2021-06-12,16:04:06
1250,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,ARKLOW CADET outbound from tilbury docks 11/6/21. https://t.co/xQHWUb3SQM,en,,https://pbs.twimg.com/media/E3sZSCgXIAgDYQY.jpg,Twitter Web App,2021-06-12,15:59:29
1251,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,SPIRIT OF DISCOVERY returning to Tilbury after her first over night sea trials 11/6/21. https://t.co/XGegWec5kA,en,,https://pbs.twimg.com/media/E3sYnnRWEAMDkaQ.jpg,Twitter Web App,2021-06-12,15:57:16
1252,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Tug VB PANTHER passing tilbury fort heading out to meet incoming Spirit of discovery 11/6/21. https://t.co/UyAeqCO5M0,en,,https://pbs.twimg.com/media/E3sX4ycWQAIW__O.jpg,Twitter Web App,2021-06-12,15:54:11
1253,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Italian ro-ro cargo ship ALF POLLAK passing tilbury fort inbound to purfleet 11/6/21. https://t.co/qKZwLafYeM,en,,https://pbs.twimg.com/media/E3sXOaJXIAQRmgd.jpg,Twitter Web App,2021-06-12,15:51:19
1254,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,General cargo ship FRI KVAM passing felixstowe inbound for ipswich 28/5/21. https://t.co/5nP4WINOga,en,,https://pbs.twimg.com/media/E2itjGjWYAEXrMM.jpg,Twitter Web App,2021-05-29,08:36:09
1255,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,General cargo ship AASTUN passing felixstowe inbound for ipswich 28/5/21. https://t.co/hclsSjVItM,en,,https://pbs.twimg.com/media/E2itL3uXwAIsnRl.jpg,Twitter Web App,2021-05-29,08:34:39
1256,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Freshly painted EMMA MAERSK departing berth9 at the port of felixstowe 28/5/21. https://t.co/UebrK88TCS,en,,https://pbs.twimg.com/media/E2iraS3WEAEUlli.jpg,Twitter Web App,2021-05-29,08:27:12
1257,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Tug DUKE OF NORMANDY working at the port of felixstowe 28/5/21 https://t.co/sQpybHFTVx,en,,https://pbs.twimg.com/media/E2iq5_LXwAERAXe.jpg,Twitter Web App,2021-05-29,08:24:46
1258,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Border Force vessel SEARCHER passing felixstowe outbound from ipswich at around 8:45am 23/5/21. https://t.co/1MnvAa1nR6,en,,https://pbs.twimg.com/media/E2FpbutX0AgsRZ1.jpg,Twitter Web App,2021-05-23,17:10:23
1259,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Tug TRITON arriving at the port of felixstowe from the Thames 23/5/21. https://t.co/vXHDP8yNGW,en,,https://pbs.twimg.com/media/E2EYgEvWYAEcxlA.jpg,Twitter Web App,2021-05-23,11:16:02
1260,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,58m length RIVER TRADER on a rare visit up the river orwell for the port of ipswich 15/5/21. https://t.co/5QkC0yjzTe,en,,https://pbs.twimg.com/media/E1b4SnbWUAct_fJ.jpg,Twitter Web App,2021-05-15,14:30:44
1261,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,VUOKSI MAERSK arriving at the port of felixstowe 5/5/21. https://t.co/UVHH81Vb6y,fi,,https://pbs.twimg.com/media/E0yApd1X0AE_NAU.jpg,Twitter Web App,2021-05-07,11:22:24
1262,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,WYBELSUM on approach to the port of felixstowe 5/5/21. https://t.co/oAe32U9NED,en,,https://pbs.twimg.com/media/E0yAPfEXsAcbkwV.jpg,Twitter Web App,2021-05-07,11:20:51
1263,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,MOSCOW MAERSK arriving at the port of felixstowe 5/5/21. https://t.co/QHui6QCydb,en,,https://pbs.twimg.com/media/E0x_8GaXEAUO0fv.jpg,Twitter Web App,2021-05-07,11:19:07
1264,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,SVITZER INTREPID back at the port of felixstowe while svitzer shotley is away in dry dock 5/5/21. https://t.co/s9Q4OMm4EO,en,,https://pbs.twimg.com/media/E0x_MjtWYAEXmR-.jpg,Twitter Web App,2021-05-07,11:16:54
1265,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,GLOMAR WAVE at Great Yarmouth 29/4/21. https://t.co/047AO5MEJN,en,,https://pbs.twimg.com/media/E0T3plzWQAAOasu.jpg,Twitter Web App,2021-05-01,14:54:14
1266,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Platform support ship IEVOLI IVORY berthed at Great Yarmouth 29/4/21. https://t.co/fua6rysjkR,en,,https://pbs.twimg.com/media/E0T23w1WEAUErrp.jpg,Twitter Web App,2021-05-01,14:51:47
1267,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Tanker SARNIA CHERIE backing down the river yare and departing Great Yarmouth 29/4/21. https://t.co/0eQikipEhH,en,,https://pbs.twimg.com/media/E0JnmHOXMAUT_ld.jpg,Twitter Web App,2021-04-29,15:08:35
1268,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,MAERSK HANDLER departing Great Yarmouth after a 3hr visit 29/4/21. https://t.co/IWa6Y8P5is,en,,https://pbs.twimg.com/media/E0JnIHvXIAIlYqE.jpg,Twitter Web App,2021-04-29,15:06:29
1269,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Anchor handling vessel MAERSK HANDLER arriving at Great Yarmouth 29/4/21. https://t.co/qA1yFo6fF6,en,,https://pbs.twimg.com/media/E0JmMJ9X0AI8Zfx.jpg,Twitter Web App,2021-04-29,15:03:26
1270,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Fishing boat KITTIWAKE RX439 passing felixstowe 22/4/21. https://t.co/uESfMRlpY7,en,,https://pbs.twimg.com/media/Ezvr51GXEAMubEw.jpg,Twitter Web App,2021-04-24,14:17:18
1271,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Feeder containership PANTONIO departing the port of felixstowe 22/4/21. https://t.co/vHBqEfP2mu,en,,https://pbs.twimg.com/media/EzvrWTAX0Ac8u8x.jpg,Twitter Web App,2021-04-24,14:14:21
1272,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Tanker SPECIALITY passing Felixstowe outbound from Harwich 22/4/21. https://t.co/eQ3gYM2w8O,en,,https://pbs.twimg.com/media/EzvqxoIXsAAiQqI.jpg,Twitter Web App,2021-04-24,14:12:02
1273,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,MSC SHRISTI on approach to the port of felixstowe 22/4/21. https://t.co/EufI4RHzht,en,,https://pbs.twimg.com/media/EzvqSI3XoAA4ibI.jpg,Twitter Web App,2021-04-24,14:09:42
1274,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,OOCL HONG KONG arriving at the port of felixstowe 22/4/21. https://t.co/H6kiC9T1Yt,en,,https://pbs.twimg.com/media/Ezvp44ZXMAAl9E2.jpg,Twitter Web App,2021-04-24,14:07:53
1275,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,VILNIA MAERSK arriving at the port of felixstowe 9/4/21. https://t.co/kgENR6sERM,en,,https://pbs.twimg.com/media/EyoMHFCW8AIPLWR.jpg,Twitter Web App,2021-04-10,17:04:52
1276,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,399m length MANILA MAERSK departing the port of felixstowe 9/4/21. https://t.co/N5ERKDijfW,en,,https://pbs.twimg.com/media/EyoL00MWYAIkf_h.jpg,Twitter Web App,2021-04-10,17:03:14
1277,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,BELLALAND passing felixstowe heading for ipswich 9/4/21. https://t.co/bmB6hoLa48,en,,https://pbs.twimg.com/media/EyoJ5jkW8AIwdUb.jpg,Twitter Web App,2021-04-10,16:55:12
1278,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,FRI LANGESUND passing felixstowe outbound from ipswich 9/4/21. https://t.co/Dc4fMC5U7t,en,,https://pbs.twimg.com/media/EyoJb2yWUAkCdjF.jpg,Twitter Web App,2021-04-10,16:53:31
1279,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Tug GPS AVENGER departing the port of felixstowe 9/4/21. https://t.co/e1Mq39dI9Z,en,,https://pbs.twimg.com/media/EyoARTZXAAMMjg_.jpg,Twitter Web App,2021-04-10,16:13:20
1280,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,400m EVER GLORY departing the port of felixstowe 30/3/21. https://t.co/Gt3ZHnfRuc,en,,https://pbs.twimg.com/media/ExzsryBWQAAMdoB.jpg,Twitter Web App,2021-03-31,12:27:32
1281,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,MSC KATIE outbound from the port of felixstowe 30/3/21. https://t.co/2eOa03Zt7j,en,,https://pbs.twimg.com/media/ExzsVaJXAAAE7wj.jpg,Twitter Web App,2021-03-31,12:25:44
1282,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,EVELYN MAERSK departing the port of felixstowe 30/3/21. https://t.co/tZX45roS2G,en,,https://pbs.twimg.com/media/Exzrg9ZWUAA5IRr.jpg,Twitter Web App,2021-03-31,12:22:07
1283,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Dredger CHARLEMAGNE passing felixstowe outbound from ipswich 30/3/21 https://t.co/Usj1ED5L1S,en,,https://pbs.twimg.com/media/ExyyDuxUcAoTjGe.jpg,Twitter Web App,2021-03-31,08:11:31
1284,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,The snow has returned to Suffolk. https://t.co/zwKcYrFKcf,en,,https://pbs.twimg.com/media/EtnfDl-XEAQJJv5.jpg,Twitter Web App,2021-02-07,10:33:24
1285,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Snow in suffolk https://t.co/riDFE34wOP,en,,https://pbs.twimg.com/media/Er2LpTSXYAAvhW3.jpg,Twitter Web App,2021-01-16,10:27:22
1286,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,RT @P_Andy_Lucas: Halifax today https://t.co/4rRtGhnDJC,en,,https://pbs.twimg.com/ext_tw_video_thumb/1349688859693559808/pu/img/8cbALIA4JIttqJi5.jpg,Twitter Web App,2021-01-14,21:23:15
1287,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Bulk carrier LILA departing the port of ipswich this afternoon with tugs gray test and svitzer sky from felixstowe. https://t.co/b1giaWB8VJ,en,,https://pbs.twimg.com/media/EpnWflZXMAIxTKj.jpg,Twitter Web App,2020-12-19,16:50:38
1288,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,THV PATRICIA outbound from Harwich 15/12/20. https://t.co/Gkx9VGCmcN,nl,,https://pbs.twimg.com/media/EpXvD8jW8AIj1O7.jpg,Twitter Web App,2020-12-16,16:02:59
1289,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Ultra large MSC ISABELLA departing the port of felixstowe 15/12/20. https://t.co/XCsyg9CySR,en,,https://pbs.twimg.com/media/EpSoQ1HXIAUDEux.jpg,Twitter Web App,2020-12-15,16:15:02
1290,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,RT EVOLUTION heading back to Tilbury landing stage 1/12/20. https://t.co/LkLif0hF30,en,,https://pbs.twimg.com/media/EoY4o1WW8AEXG7i.jpg,Twitter Web App,2020-12-04,11:09:07
1291,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,SVITZER ADIRA passing gravesend inbound for Northfleet  1/12/20 https://t.co/9yKevSdbNa,en,,https://pbs.twimg.com/media/EoY3_3wWEAM_AnR.jpg,Twitter Web App,2020-12-04,11:06:31
1292,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Dredger DC VLAANDEREN 3000 inbound on the thames passing gravesend 1/12/20. https://t.co/UBDxHjPEca,en,,https://pbs.twimg.com/media/EoOSQgYXUAALy1e.jpg,Twitter Web App,2020-12-02,09:45:11
1293,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Ro-Ro cargo ship CELESTINE outbound on the thames passing gravesend 1/12/20. https://t.co/XkGFykGWg3,en,,https://pbs.twimg.com/media/EoORq89XUAU16Fz.jpg,Twitter Web App,2020-12-02,09:42:25
1294,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,LNG tanker RAMANDA inbound on the thames passing gravesend 1/12/20. https://t.co/mklZg4qJgf,en,,https://pbs.twimg.com/media/EoORJWgXMAEEN-9.jpg,Twitter Web App,2020-12-02,09:40:23
1295,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Coaster WILSON DIEPPE departing the port of ipswich this afternoon. https://t.co/Jgzxf7dlJM,en,,https://pbs.twimg.com/media/Enw8vYpW4AA7iwU.jpg,Twitter Web App,2020-11-26,17:01:48
1296,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Bulk carrier ADAPEARL heading up the river orwell for ipswich this afternoon. https://t.co/e2wglbUXrl,en,,https://pbs.twimg.com/media/Enw8T2LXUAEZhZv.jpg,Twitter Web App,2020-11-26,17:00:08
1297,paul hiett,pah1974,"ship spotter.posting pics and video's of ships from felixstowe,great yarmouth and sometimes from the Thames.   Also big film fan and most sci-fi stuff.",,Dutch tug MARS working at the port of felixstowe while svitzer deben is in dry dock 6/10/20. https://t.co/si0ml3Vru0,en,,https://pbs.twimg.com/media/EjqC1hoXcAAFB1C.jpg,Twitter Web App,2020-10-06,15:50:18
